INFO   | cs336_basics.tokenizer.BPETokenizer | pretokenizer | 103 | Pre-Tokenization....
INFO   | cs336_basics.tokenizer.BPETokenizer | train_bpe | 179 | Start merging pairs.... merge times 500
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 211 | Max pair ('h', 'e'), max count 148935
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (101572, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (52686, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (48886, ('t', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (30152, ('T', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (19270, ('T', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (10882, ('T', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (9321, ('S', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (290, ('S', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (9031, ('S', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (66046, (' ', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (56528, (' ', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (9518, (' ', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (53339, ('e', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (43821, ('e', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (9518, ('he', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (14533, ('s', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (9400, ('s', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (5133, ('s', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (52686, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (47647, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (53925, ('t', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (43821, ('e', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (38782, ('e', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (14557, ('he', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (56528, (' ', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (53405, (' ', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (12641, (' ', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (14193, ('e', 'l'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (11070, ('e', 'l'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (3123, ('he', 'l'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (19270, ('T', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (7375, ('T', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (22777, ('T', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (20975, ('e', 'y'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (9080, ('e', 'y'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (11895, ('he', 'y'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (47647, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (40876, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (60696, ('t', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (9080, ('e', 'y'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (2309, ('e', 'y'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (18666, ('he', 'y'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (7375, ('T', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (6420, ('T', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (23732, ('T', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (2309, ('e', 'y'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (1354, ('e', 'y'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (19621, ('he', 'y'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (53405, (' ', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (53165, (' ', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (12881, (' ', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (18012, ('e', 'a'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (17772, ('e', 'a'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (240, ('he', 'a'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (40876, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (38255, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (63317, ('t', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (4372, ('e', 'm'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (1751, ('e', 'm'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (2621, ('he', 'm'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (38255, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (35344, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (66228, ('t', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (3822, ('e', 'i'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (911, ('e', 'i'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (2911, ('he', 'i'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (53165, (' ', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (45521, (' ', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (20525, (' ', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (8425, ('c', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (8177, ('c', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (248, ('c', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (61192, ('e', 'd'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (60944, ('e', 'd'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (248, ('he', 'd'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (35344, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (35290, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (66282, ('t', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (13498, ('e', 's'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (13444, ('e', 's'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (54, ('he', 's'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (45521, (' ', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (44849, (' ', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (21197, (' ', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (17772, ('e', 'a'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (17100, ('e', 'a'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (912, ('he', 'a'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (8177, ('c', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (7839, ('c', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (586, ('c', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (30515, ('e', 'n'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (30177, ('e', 'n'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (338, ('he', 'n'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (7839, ('c', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (7816, ('c', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (609, ('c', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (5854, ('e', 'c'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (5831, ('e', 'c'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (23, ('he', 'c'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (35290, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (31939, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (69633, ('t', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (38782, ('e', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (35431, ('e', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (17908, ('he', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (31939, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (31933, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (69639, ('t', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (35431, ('e', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (35425, ('e', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (17914, ('he', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (31933, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (31852, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (69720, ('t', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (35425, ('e', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (35344, ('e', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (17995, ('he', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (6250, ('w', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (4919, ('w', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (1331, ('w', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (30177, ('e', 'n'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (28846, ('e', 'n'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (1669, ('he', 'n'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (7816, ('c', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (7793, ('c', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (632, ('c', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (60944, ('e', 'd'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (60921, ('e', 'd'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (271, ('he', 'd'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (31852, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (30364, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (71208, ('t', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (35344, ('e', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (33856, ('e', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (19483, ('he', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (30364, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (30087, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (71485, ('t', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (33856, ('e', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (33579, ('e', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (19760, ('he', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (290, ('S', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (51, ('S', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (9270, ('S', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (7460, ('g', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (7415, ('g', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (45, ('g', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (60921, ('e', 'd'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (60876, ('e', 'd'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (316, ('he', 'd'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (2311, ('W', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (1863, ('W', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (448, ('W', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (28846, ('e', 'n'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (28398, ('e', 'n'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (2117, ('he', 'n'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (9400, ('s', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (9207, ('s', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (5326, ('s', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (60876, ('e', 'd'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (60683, ('e', 'd'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (509, ('he', 'd'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (6420, ('T', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (3273, ('T', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (26879, ('T', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (3273, ('T', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (2683, ('T', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (27469, ('T', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (28398, ('e', 'n'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (27808, ('e', 'n'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (2707, ('he', 'n'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (7415, ('g', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (6373, ('g', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (1087, ('g', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (60683, ('e', 'd'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (59641, ('e', 'd'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (1551, ('he', 'd'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (30087, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (28781, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (72791, ('t', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (27808, ('e', 'n'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (26502, ('e', 'n'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (4013, ('he', 'n'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (1863, ('W', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (1311, ('W', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (1000, ('W', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (26502, ('e', 'n'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (25950, ('e', 'n'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (4565, ('he', 'n'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (44849, (' ', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (44583, (' ', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (21463, (' ', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (11070, ('e', 'l'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (10804, ('e', 'l'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (3389, ('he', 'l'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (44583, (' ', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (44084, (' ', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (21962, (' ', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (10804, ('e', 'l'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (10305, ('e', 'l'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (3888, ('he', 'l'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (2683, ('T', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (2496, ('T', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (27656, ('T', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (33579, ('e', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (33392, ('e', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (19947, ('he', 'r'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (44084, (' ', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (44081, (' ', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (21965, (' ', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (17100, ('e', 'a'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (17097, ('e', 'a'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (915, ('he', 'a'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (28781, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (28759, ('t', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (72813, ('t', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (17097, ('e', 'a'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (17075, ('e', 'a'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (937, ('he', 'a'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (2496, ('T', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (2465, ('T', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (27687, ('T', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (911, ('e', 'i'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (880, ('e', 'i'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (2942, ('he', 'i'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 247 | remove from sorted_count (44081, (' ', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 251 | Add into sorted_count (43750, (' ', 'h'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 258 | Add into sorted_count (22296, (' ', 'he'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 267 | remove from sorted_count (17075, ('e', 'a'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 271 | Add into sorted_count (16744, ('e', 'a'))
DEBUG  | cs336_basics.tokenizer.BPETokenizer | train_bpe | 278 | Add into sorted_count (1268, ('he', 'a'))
